lm_candidate_id,name,record_kind,region,area,locality,entity_type,role,affiliation,website,activity_tags,activity_summary,source_urls,source_count,source_domains,official_or_sector_source_count,exa_passes,exa_pass_count,raw_record_count,duplicate_collapsed,discovery_evidence_score,evidence_grade,candidate_tier,location_confidence,enhancement_status,enhancement_note,lm_record_status,lm_presence,verification_status,coordinate_status,latitude,longitude,boundary_match,boundary_match_confidence,staging_batch,staging_basis
exg-gisborne-tairawhiti-haenga,Haenga,entity,Gisborne / Tairāwhiti,,Waingake,Community conservation practitioner,,Works with FarmCare Services Ltd on the Waingake Transformation Programme,,native planting|restoration,Participates in large-scale native planting and restoration at Waingake to protect water catchment.,https://www.gdc.govt.nz/council/news/sustainable-land-use-news-and-updates/pride-for-waingake-restoration-project|https://www.gdc.govt.nz/council/news/sustainable-land-use-news-and-updates/waingake-warriors-planting-pride-and-preserving-water,2,gdc.govt.nz,2,people,1,1,False,82,A — very strong,Tier 1 — priority LM candidate,medium,enhanced_priority_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-murray-palmer,Murray Palmer,entity,Gisborne / Tairāwhiti,,Gisborne|Tangikaroro,Ecological consultant,,Principal of natural resource consultants Nga Mahi Te Taiao,,ecological research|biodiversity monitoring,"Conducts ecological surveys, biodiversity assessments, and resource management planning for restoration projects.",https://www.tangikaroro.co.nz/,1,tangikaroro.co.nz,0,people,1,1,False,55,B — strong,Tier 2 — credible candidate,high,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-geoff-mclaughlan,Geoff McLaughlan,entity,Gisborne / Tairāwhiti,,Waioeka Gorge,Predator-control practitioner,,Co-founder of Eastern Whio Link,,predator control|bird recovery,Collaborates on hunter-led predator control initiatives to restore local whio populations.,https://www.easternwhiolink.co.nz/,1,easternwhiolink.co.nz,0,people,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-joanna-noble,Joanna Noble,entity,Gisborne / Tairāwhiti,,Tūranganui Estuary,Council science lead,,Council Chief of Strategy and Science,,environmental management|restoration planning,Oversees the restoration of the mauri and ora of the Tūranganui estuary system through ecological improvement projects.,[Millions To Help Restore Our Urban Waterways|Scoop News](https://www.scoop.co.nz/stories/AK2202/S00370/millions-to-help-restore-our-urban-waterways.htm),2,,0,people,1,1,False,63,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-anne-bardsley,Anne Bardsley,entity,Gisborne / Tairāwhiti,,Tairāwhiti,Individual ecological practitioner,,"Co-director of the Complex Conversations Lab, facilitating community-led climate change adaptation and land-use decision making.",,native forest restoration|climate change adaptation,Assisted the Tairāwhiti community in forming a citizen's assembly focused on native forest restoration and land use policy.,https://www.auckland.ac.nz/en/news/2025/10/03/researchers-help-tairawhiti-lift-its-voices.html,1,auckland.ac.nz,0,people,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-bruce-clarkson,Bruce Clarkson,entity,Gisborne / Tairāwhiti,,Gisborne,Individual ecological practitioner,,Research Associate focusing on long-term impacts of cyclones on forest ecosystems.,,biodiversity monitoring,Assessed impacts of Cyclone Bola on lowland forest regeneration.,https://www.landcareresearch.co.nz/news/te-tairawhiti-forest-fragments-protecting-precious-pieces-of-biodiversity,1,landcareresearch.co.nz,0,people,1,1,False,58,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-john-elliffe,John Elliffe,entity,Gisborne / Tairāwhiti,,Tairāwhiti,Individual ecological practitioner,,Ecological contributor engaged to observe and report on restoration needs.,,native forest restoration,Assessed regional ecological needs for Tairāwhiti post-Cyclone Bola.,https://www.doc.govt.nz/documents/science-and-technical/sr42.pdf,1,doc.govt.nz,1,people,1,1,False,60,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-rowan-struthers,Rowan Struthers,entity,Gisborne / Tairāwhiti,,Waimatā|Waipaoa|Uawa|Te Arai|Waiapu|Hikuwai|Hangaroa|Mangapoike|Pakarae,Ecological land steward,,Tairāwhiti Forestry Action Group member,,woody debris management|catchment risk mitigation,Member of the Tairāwhiti Forestry Action Group overseeing regional woody debris removal and risk prioritisation.,https://www.gdc.govt.nz/our-recovery/woody-debris,1,gdc.govt.nz,1,people,1,1,False,60,B — strong,Tier 2 — credible candidate,high,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-rod-sheridan,Rod Sheridan,entity,Gisborne / Tairāwhiti,,Waimatā|Waipaoa|Uawa|Te Arai|Waiapu|Hikuwai|Hangaroa|Mangapoike|Pakarae,Ecological land steward,,Tairāwhiti Forestry Action Group member,,woody debris management|catchment risk mitigation,Member of the Tairāwhiti Forestry Action Group overseeing regional woody debris removal and risk prioritisation.,https://www.gdc.govt.nz/our-recovery/woody-debris,1,gdc.govt.nz,1,people,1,1,False,60,B — strong,Tier 2 — credible candidate,high,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-kerry-hudson,Kerry Hudson,entity,Gisborne / Tairāwhiti,,Waimatā|Waipaoa|Uawa|Te Arai|Waiapu|Hikuwai|Hangaroa|Mangapoike|Pakarae,Ecological land steward,,Tairāwhiti Forestry Action Group member,,woody debris management|catchment risk mitigation,Member of the Tairāwhiti Forestry Action Group overseeing regional woody debris removal and risk prioritisation.,https://www.gdc.govt.nz/our-recovery/woody-debris,1,gdc.govt.nz,1,people,1,1,False,60,B — strong,Tier 2 — credible candidate,high,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-rick-thorpe,Rick Thorpe,entity,Gisborne / Tairāwhiti,,Waikereru,Community conservation practitioner,,Trustee for Longbush Ecological Trust,,ecological restoration governance,Trustee of the Longbush Ecological Trust.,https://www.waikereru.org/team/,1,waikereru.org,0,people,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-tom-sherborne,Tom Sherborne,entity,Gisborne / Tairāwhiti,,Waioeka Gorge,Community conservation practitioner,,Trustee of Eastern Whio Link,,pest control,Financial manager for the Eastern Whio Link project.,https://www.easternwhiolink.co.nz/,1,easternwhiolink.co.nz,0,people,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-joel-crump,Joel Crump,entity,Gisborne / Tairāwhiti,,Waioeka Gorge,Community conservation practitioner,,"Marketing and web manager, Eastern Whio Link",,pest control|biodiversity monitoring,Manages Eastern Whio Link's digital and outreach presence.,https://www.easternwhiolink.co.nz/,1,easternwhiolink.co.nz,0,people,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-shannon-henare,Shannon Henare,entity,Gisborne / Tairāwhiti,,Waioeka Gorge,Community conservation practitioner,,"Operations Manager, Eastern Whio Link",,pest control|biodiversity conservation,Operations manager focusing on holistic Māori-led conservation.,https://www.easternwhiolink.co.nz/,1,easternwhiolink.co.nz,0,people,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-kirsty-gaddum,Kirsty Gaddum,entity,Gisborne / Tairāwhiti,,Gisborne,Community conservation practitioner,,Tairāwhiti Enviroschools facilitator,,education|restoration,"Facilitator for the Enviroschools program, focused on hands-on learning and catchment restoration.",https://enviroschools.org.nz/creating-change/stories/collaborative-approach-to-restoration-of-waterways-and-biodiversity-in-tairawhiti-communities-creates-local-curriculum/,1,enviroschools.org.nz,0,people,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-peter-hancock,Peter Hancock,entity,Gisborne / Tairāwhiti,,Gisborne,Ecological land steward,,Gisborne District Council representative,,biodiversity monitoring|waterway restoration,Council expert on native fish habitat and water quality monitoring.,https://enviroschools.org.nz/creating-change/stories/collaborative-approach-to-restoration-of-waterways-and-biodiversity-in-tairawhiti-communities-creates-local-curriculum/,1,enviroschools.org.nz,0,people,1,1,False,61,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-kauri-forno,Kauri Forno,entity,Gisborne / Tairāwhiti,,Gisborne,Ecological practitioner,,Enviroschools facilitator,,restoration|native planting,"Supports schools in environmental and restoration projects, including wetland fencing and native planting.",https://predatorfreenz.org/stories/wainui-beach-school/|https://www.gdc.govt.nz/council/news/2023-news-archive/august/everyone-gets-involved-during-winter-planting-of-urban-streams,2,gdc.govt.nz | predatorfreenz.org,2,people,1,1,False,85,A — very strong,Tier 1 — priority LM candidate,medium,enhanced_priority_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-bridget,Bridget,entity,Gisborne / Tairāwhiti,,Gisborne,Ecological practitioner,,Enviroschools staff,,restoration|education,Supports urban stream planting events with Enviroschools.,https://www.gdc.govt.nz/council/news/2023-news-archive/august/everyone-gets-involved-during-winter-planting-of-urban-streams,1,gdc.govt.nz,1,people,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-sam,Sam,entity,Gisborne / Tairāwhiti,,Waioeka Gorge,Community conservation practitioner,,"Co-Chair, Eastern Whio Link",,predator control|native bird recovery,"Biodiversity practitioner and co-founder of Eastern Whio Link, managing strategy, vision, and pest control operations.",https://www.easternwhiolink.co.nz/,1,easternwhiolink.co.nz,0,people,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-tom,Tom,entity,Gisborne / Tairāwhiti,,Waioeka Gorge,Community conservation practitioner,,"Trustee, Eastern Whio Link",,predator control,Head of financial operations for the Eastern Whio Link predator control project.,https://www.easternwhiolink.co.nz/,1,easternwhiolink.co.nz,0,people,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-jo,Jo,entity,Gisborne / Tairāwhiti,,Waioeka Gorge|Matawai,Community conservation practitioner,,"Trustee, Eastern Whio Link",,education|community conservation,"Educator and Chair of Matawai Marae, facilitates wananga and community engagement for the Eastern Whio Link.",https://www.easternwhiolink.co.nz/,1,easternwhiolink.co.nz,0,people,1,1,False,55,B — strong,Tier 2 — credible candidate,high,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-shannon,Shannon,entity,Gisborne / Tairāwhiti,,Waioeka Gorge,Community conservation practitioner,,"Trustee, Eastern Whio Link",,community conservation,"Expert in tangata whenua-led conservation, focuses on holistic and mātauranga Māori approaches to the project.",https://www.easternwhiolink.co.nz/,1,easternwhiolink.co.nz,0,people,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-andrew-gaddum,Andrew Gaddum,entity,Gisborne / Tairāwhiti,,Waikanae Stream,Community conservation practitioner,,"Chief Operating Officer, Eastland Group",,restoration|native planting,Promotes the restoration of the Waikanae Stream through infrastructure support and community planting.,https://gisborneairport.nz/about-us/news/test-news-3/,1,gisborneairport.nz,0,people,1,1,False,61,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-te-ara-tipuna,Te Ara Tipuna,entity,Gisborne / Tairāwhiti,,Tolaga Bay|Tokomaru Bay|Te Puia|Ruatoria|Tikitiki|Te Araroa|Hicks Bay,Ecological restoration project,,East Coast pathway project with publicly documented restoration components.,,native planting|erosion control|habitat enhancement,"Incorporates native planting, erosion control and habitat enhancement along its East Coast route.",https://www.gdc.govt.nz/__data/assets/pdf_file/0019/93700/2-Amended-Application-Te-Ara-Tipuna-AEE-FINAL-6-Aug-2026.pdf,1,gdc.govt.nz,1,grassroots,1,1,False,69,B — strong,Tier 2 — credible candidate,high,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-te-wai-mauri-limited,Te Wai Mauri Limited,entity,Gisborne / Tairāwhiti,,Gisborne / Tairāwhiti,Operational environmental initiative,,Delivers field ecological work through its Kaitiaki Ranger training programme.,,ecological restoration|kaitiaki training,Trains and employs whānau for ecological restoration activities.,https://www.doc.govt.nz/our-work/jobs-for-nature--mahi-mo-te-taiao/what-were-doing/projects-funded-by-jobs-for-nature/,1,doc.govt.nz,1,grassroots,1,1,False,69,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-uawanui,Ūawanui,entity,Gisborne / Tairāwhiti,,Uawa|Tolaga Bay,Catchment restoration initiative,,Named Uawa catchment and coastal restoration initiative.,,native planting|nursery propagation|pest control|trapping|fencing,"Its restoration programme includes riparian planting, a native nursery, pest control, trapping and fencing.",https://hauiticoe.com/our-work,1,hauiticoe.com,0,grassroots,1,1,False,61,B — strong,Tier 2 — credible candidate,high,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-waingake-ngahere-ora,Waingake Ngāhere Ora,entity,Gisborne / Tairāwhiti,,Waingake,Ecological restoration project,,Named Waingake indigenous-forest restoration project with mana whenua delivery partners.,,restoration planting|weed control|pest control,"Transitions former pine plantation to indigenous forest, supported by planting, weed control and pest control.",https://www.gdc.govt.nz/council/major-projects/waingake-restoration,1,gdc.govt.nz,1,grassroots,1,1,False,66,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-te-taua-o-nga-ariki-kaiputahi-ltd,Te Taua o Ngā Ariki Kaipūtahi Ltd,entity,Gisborne / Tairāwhiti,,Waipaoa River,Hapū ecological initiative,,Hapū-led initiative undertaking catchment environmental work in the Waipaoa.,,sediment management|erosion reduction|catchment monitoring,"Uses catchment mapping and environmental data to support erosion reduction, sediment management and restoration of Te Mana o te Wai.",https://environment.govt.nz/what-you-can-do/stories/water-and-sediment-source-mapping-for-the-waipaoa-catchment/,1,environment.govt.nz,1,grassroots,1,1,False,69,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-waimata-valley-catchment-group,Waimatā Valley Catchment Group,entity,Gisborne / Tairāwhiti,,Waimatā River catchment,Catchment group,,Community-led Waimatā catchment restoration group.,,predator control|native planting|biodiversity monitoring,"Coordinates restoration, predator control and biodiversity protection with catchment landowners.",https://beeflambnz.com/catchment-groups/groups/waimata-catchment-group,1,beeflambnz.com,0,grassroots,1,1,False,58,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-waikereru-ecosanctuary,Waikereru Ecosanctuary,entity,Gisborne / Tairāwhiti,,Waimatā Valley,Ecosanctuary,,Locally based ecosanctuary and ecological-restoration hub in the Waimatā catchment.,,predator control|weed control|native planting|wetland restoration|habitat restoration,"Manages native biodiversity through predator and weed control, planting, wetland creation and restoration research.",https://www.waikereru.org/,1,waikereru.org,0,grassroots,1,1,False,58,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-waimata-catchment-restoration-project,Waimatā Catchment Restoration Project,entity,Gisborne / Tairāwhiti,,Waimatā catchment,Catchment restoration project,,Named operational biodiversity-restoration project in the Waimatā.,,predator control|habitat restoration|biodiversity monitoring,Implements predator control and habitat enhancement across catchment farms.,https://www.waikereru.org/assets/documents/2024%20Waimata%20bird%20survey%20report.pdf,1,waikereru.org,0,grassroots,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-huiterangiora-kaitiaki,Huiterangiora Kaitiaki,entity,Gisborne / Tairāwhiti,,Uawa|Anaura Bay|Tokomaru Bay|Tauwhareparae,Community restoration group,,Locally led taiao recovery and restoration kaupapa.,,water monitoring|pest trapping|nursery work|native planting|riparian restoration,"Employs local people in riparian planting, pest trapping, water monitoring and native-nursery work.",https://toimata.org.nz/our-stories/recovery-taiao-kainga-tangata/,1,toimata.org.nz,0,grassroots,1,1,False,61,B — strong,Tier 2 — credible candidate,high,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-waikanae-coast-care-group,Waikanae Coast Care Group,entity,Gisborne / Tairāwhiti,,Waikanae Beach,Coastal restoration group,,Community coastal-care group operating at Waikanae Beach.,,dune restoration|native planting,Works with council on dune-restoration demonstration and rescue planting sites associated with Oneroa Walkway.,https://www.coastalrestorationtrust.org.nz/projects/outreach-2016-2019/,1,coastalrestorationtrust.org.nz,0,grassroots,1,1,False,61,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-wainui-coast-care-group,Wainui Coast Care Group,entity,Gisborne / Tairāwhiti,,Wainui Beach,Coastal restoration group,,Community coastal-care group undertaking local dune restoration.,,dune restoration|native planting,Restores dunes through native planting and work with local landholders and agencies.,https://www.coastalrestorationtrust.org.nz/coast-care-groups/groups/wainui-beach-coast-care-group/,1,coastalrestorationtrust.org.nz,0,grassroots,1,1,False,61,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-maungarongo-wetland-restoration-project,Maungarongo Wetland Restoration Project,entity,Gisborne / Tairāwhiti,,Te Maungarongo Wetland|Tūranga Flats,Wetland restoration group,,Volunteer restoration project at Te Maungarongo Wetland.,,wetland restoration|native planting|weed control,"Clears exotic vegetation, manages raupō and replants native species to improve wetland habitat and water quality.",https://www.nzherald.co.nz/gisborne-herald/news/connecting-with-raupo-focus-of-wetland-day/XSC5SVWTBVEKBKOAMR4WIOLBMI/,1,nzherald.co.nz,0,grassroots,1,1,False,58,B — strong,Tier 2 — credible candidate,high,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-whaia-titirangi-restoration-group,Whaia Titirangi Restoration Group,entity,Gisborne / Tairāwhiti,,Gisborne,Community restoration group,,Community participant in urban stream restoration.,,stream restoration|fish passage|riparian planting,Contributes to fish-barrier removal and riparian planting for local waterways.,https://www.gdc.govt.nz/environment/reports-and-publications/panui-taiao/may-2024/h2o-planting-and-fish-passage,1,gdc.govt.nz,1,grassroots,1,1,False,69,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-te-matai-trust,Te Matai Trust,entity,Gisborne / Tairāwhiti,,Tairāwhiti,Hapū ecological initiative,,Trust managing pest animals and plants in native bush.,,pest control|pest plant management,Undertakes pest-animal and pest-plant management across native bush blocks.,https://www.doc.govt.nz/our-work/jobs-for-nature--mahi-mo-te-taiao/what-were-doing/projects-funded-by-jobs-for-nature/,1,doc.govt.nz,1,grassroots,1,1,False,60,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-raukumara-pae-maunga,Raukūmara Pae Maunga,entity,Gisborne / Tairāwhiti,,East Cape|Raukūmara Range,Iwi-led conservation project,,East Cape partnership restoring indigenous forest biodiversity.,,predator control|deer control|habitat protection|biodiversity monitoring,Controls introduced animals and supports forest habitat and species recovery across the Raukūmara.,https://www.rnz.co.nz/news/national/574577/iwi-led-conservation-project-raukumara-pae-maunga-awarded-6m-funding-boost,1,rnz.co.nz,0,grassroots,1,1,False,55,B — strong,Tier 2 — credible candidate,high,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-te-kura-kaupapa-maori-o-mangatuna,Te Kura Kaupapa Māori o Mangatuna,entity,Gisborne / Tairāwhiti,,Tolaga Bay,Kura ecological programme,,Kura participating in the Tairāwhiti Ngutukākā restoration programme.,,native planting|species restoration,Students care for and plant ngutukākā as part of local conservation work.,https://trusttairawhiti.nz/news/reviving-ngutukaka-a-community-driven-restoration-project,1,trusttairawhiti.nz,0,grassroots,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-he-awa-ora-he-tai-ora,"He Awa Ora, He Tai Ora",entity,Gisborne / Tairāwhiti,,Gisborne,Ecological initiative,,Local initiative sharing practical stream-health and trapping knowledge.,,stream monitoring|predator control,Supports community learning about stream monitoring and predator control.,https://www.nzherald.co.nz/gisborne-herald/news/taking-care-of-our-taiao/YJLYKK6E6JEQPJEWDXL6WYT32Y/,1,nzherald.co.nz,0,grassroots,1,1,False,61,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-gisborne-tairawhiti-taniwha-connections-tiaki-wai-ki-uta-ki-tai,Taniwha Connections – Tiaki Wai Ki Uta Ki Tai,entity,Gisborne / Tairāwhiti,,Gisborne,Ecological initiative,,Local collaboration on taiao knowledge-sharing and practical ecological activity.,,biodiversity monitoring|predator control|habitat protection,"Contributes community activity focused on stream health, bird habitat and predator control.",https://www.nzherald.co.nz/gisborne-herald/news/taking-care-of-our-taiao/YJLYKK6E6JEQPJEWDXL6WYT32Y/,1,nzherald.co.nz,0,grassroots,1,1,False,58,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
